# Energy / (eV)	Cross section / cm² per molecule, gaussian broadening, width = 0.05 eV
2.5583231611385067	2.7077783191278616e-215
2.5711071291765695	5.618518776806044e-212
2.5838910972146323	1.0920433932082827e-208
2.5966750652526955	1.9882330285810486e-205
2.6094590332907583	3.390814264267579e-202
2.622243001328821	5.4168903926752585e-199
2.635026969366884	8.105978055557645e-196
2.6478109374049468	1.136240142498965e-192
2.66059490544301	1.49191528169648e-189
2.673378873481073	1.8349639038860414e-186
2.6861628415191356	2.1140741591111877e-183
2.6989468095571985	2.28150927738806e-180
2.7117307775952613	2.306394477962384e-177
2.7245147456333245	2.184008222988335e-174
2.7372987136713873	1.937243792408966e-171
2.75008268170945	1.609620949447217e-168
2.762866649747513	1.2527727057986502e-165
2.7756506177855758	9.133353751045067e-163
2.788434585823639	6.23731394706891e-160
2.801218553861702	3.990012522054316e-157
2.8140025218997646	2.3908935598544123e-154
2.8267864899378274	1.3420093908745514e-151
2.8395704579758902	7.056026394262818e-149
2.8523544260139535	3.4751549017028995e-146
2.8651383940520163	1.6032360424201411e-143
2.877922362090079	6.928354435654141e-141
2.890706330128142	2.804607268510808e-138
2.9034902981662047	1.0634653462920975e-135
2.916274266204268	3.777321575683608e-133
2.929058234242331	1.2567645011883139e-130
2.9418422022803936	3.916816087508984e-128
2.9546261703184564	1.1434621247435685e-125
2.9674101383565192	3.126941216799961e-123
2.9801941063945825	8.009897881952651e-121
2.9929780744326453	1.921956574035549e-118
3.005762042470708	4.319858199696286e-116
3.018546010508771	9.095042669454118e-114
3.0313299785468337	1.7936979826566256e-111
3.044113946584897	3.313624004159671e-109
3.05689791462296	5.734115871904864e-107
3.0696818826610226	9.294778203382426e-105
3.0824658506990854	1.4113051496281821e-102
3.095249818737148	2.0072993809689967e-100
3.108033786775211	2.674315886738612e-98
3.1208177548132743	3.337510087272947e-96
3.133601722851337	3.901591521650454e-94
3.1463856908894	4.2723845888648675e-92
3.1591696589274627	4.382361604933562e-90
3.171953626965526	4.210710751274332e-88
3.1847375950035888	3.789762007015842e-86
3.1975215630416516	3.1950510020499657e-84
3.2103055310797144	2.5232075864766299e-82
3.223089499117777	1.8665408434697813e-80
3.23587346715584	1.2933954906643425e-78
3.2486574351939033	8.395267071333941e-77
3.261441403231966	5.104427264394162e-75
3.274225371270029	2.90715944799522e-73
3.2870093393080917	1.5509579150540755e-71
3.299793307346155	7.750692445953887e-70
3.3125772753842178	3.6281925211458025e-68
3.3253612434222806	1.5909241434166762e-66
3.3381452114603434	6.534584083444965e-65
3.350929179498406	2.5141764709804426e-63
3.363713147536469	9.06114111395408e-62
3.3764971155745322	3.058999171309866e-60
3.389281083612595	9.673533808745968e-59
3.402065051650658	2.8654991072334263e-57
3.4148490196887207	7.951054499079542e-56
3.427632987726784	2.066609931615022e-54
3.4404169557648467	5.031548035673667e-53
3.4532009238029095	1.1475036176613604e-51
3.4659848918409724	2.451409318776469e-50
3.478768859879035	4.905541240325066e-49
3.491552827917098	9.195330825331415e-48
3.5043367959551612	1.614570880049686e-46
3.517120763993224	2.655560506779326e-45
3.529904732031287	4.0913309968385834e-44
3.5426887000693497	5.904489577231335e-43
3.555472668107413	7.981957913464556e-42
3.5682566361454757	1.0107548546228293e-40
3.5810406041835385	1.1989237610510036e-39
3.5938245722216013	1.3321300588349919e-38
3.606608540259664	1.386471726874248e-37
3.619392508297727	1.3517137659673328e-36
3.6321764763357898	1.2344337434772284e-35
3.644960444373853	1.0559908664922125e-34
3.657744412411916	8.461782696366658e-34
3.670528380449979	6.35145029319385e-33
3.683312348488042	4.465738290887031e-32
3.6960963165261047	2.941189195254323e-31
3.7088802845641675	1.8145209411667796e-30
3.7216642526022303	1.0486011668918725e-29
3.734448220640293	5.676334993160177e-29
3.747232188678356	2.878293175588522e-28
3.7600161567164188	1.3671348914792695e-27
3.772800124754482	6.0827089403719585e-27
3.785584092792545	2.535082127376735e-26
3.798368060830608	9.896835693526187e-26
3.811152028868671	3.619178606632902e-25
3.8239359969067337	1.2397468146567184e-24
3.8367199649447965	3.9780049139434954e-24
3.8495039329828593	1.195657957448985e-23
3.862287901020922	3.366339638943927e-23
3.875071869058985	8.878063204914817e-23
3.8878558370970477	2.193248612406447e-22
3.900639805135111	5.075359656668221e-22
3.913423773173174	1.1001581301129188e-21
3.926207741211237	2.233843437594485e-21
3.9389917092493	4.248735366668858e-21
3.9517756772873627	7.569652915034424e-21
3.9645596453254255	1.263285746995062e-20
3.9773436133634883	1.9748613024162077e-20
3.990127581401551	2.891885280589258e-20
4.002911549439614	3.966753531914356e-20
4.015695517477677	5.0968253244467606e-20
4.02847948551574	6.134463796596299e-20
4.041263453553803	6.916260901866201e-20
4.054047421591866	7.304659964061288e-20
4.066831389629929	7.227836138634588e-20
4.079615357667992	6.702356476034233e-20
4.0923993257060545	5.829535688233644e-20
4.105183293744117	4.767634488480419e-20
4.11796726178218	3.6920948494022106e-20
4.130751229820243	2.759510445947593e-20
4.143535197858306	2.0866310885263958e-20
4.1563191658963685	1.7465842389971294e-20
4.169103133934431	1.776038843730993e-20
4.181887101972495	2.1834809105076403e-20
4.194671070010558	2.951159790836274e-20
4.207455038048621	4.0294822640547556e-20
4.2202390060866835	5.328961710965392e-20
4.233022974124746	6.71791773376318e-20
4.245806942162809	8.032482924664384e-20
4.258590910200872	9.100062688234284e-20
4.271374878238935	9.771024197091579e-20
4.284158846276998	9.949214927259935e-20
4.296942814315061	9.611764196147022e-20
4.309726782353124	8.812225412106595e-20
4.322510750391187	7.666581436073105e-20
4.33529471842925	6.32670718198162e-20
4.348078686467312	4.948979339810551e-20
4.360862654505375	3.6662357744968865e-20
4.373646622543438	2.5694039553738376e-20
4.386430590581501	1.7016118423929444e-20
4.399214558619564	1.0636803412652059e-20
4.4119985266576265	6.269183302468233e-21
4.424782494695689	3.4803472480279745e-21
4.437566462733753	1.8182493611012904e-21
4.450350430771816	8.932223773519631e-22
4.463134398809879	4.1233034253752052e-22
4.475918366847941	1.7875580703684598e-22
4.488702334886004	7.274360263415132e-23
4.501486302924067	2.777639466879497e-23
4.51427027096213	9.948577122824568e-24
